Time,Seconds_Mid,LeftHeel_Dist,RightHeel_Dist,LeftToe_Dist,RightToe_Dist,noStep,
11:42:02.AM,42122.264,20.3088574848632,21.0463468648336,20.0985941931416,19.9705896069725,0,
11:42:02.AM,42122.297,20.274264682592,21.0334733966837,20.1045274997571,20.0498908305882,0,
11:42:02.AM,42122.33,20.238009850137,21.2038292929781,20.1070463362856,20.1580629569737,0,
11:42:02.AM,42122.363,20.2718921608321,21.0154884347693,20.1579809772806,20.1870888660433,0,
11:42:02.AM,42122.396,20.3251650276047,20.9632062306079,20.238817284065,20.2447194078923,0,
11:42:02.AM,42122.429,20.3723356617608,20.8272881245206,20.2941135154011,20.4908978354755,0,
11:42:02.AM,42122.462,20.4245753958422,20.8043638452255,20.3688935745307,20.7404017313707,0,
11:42:02.AM,42122.495,20.3003909603976,20.5208288496121,20.4616849888054,20.7482974943423,0,
11:42:02.AM,42122.528,20.2307413549221,20.5377342863909,20.4739616799947,20.9158129308554,0,
11:42:02.AM,42122.561,20.1726380863851,20.5538791826319,20.3943188631943,20.9386717346722,0,
11:42:02.AM,42122.594,20.1898211548962,20.5691129181536,20.3639934981881,20.8871604089051,0,
11:42:02.AM,42122.627,20.2189326905091,20.574549170888,20.3015730656919,20.856693514183,0,
11:42:02.AM,42122.66,20.2798843790958,20.7092765260086,20.3117996548444,20.993389507997,0,
11:42:02.AM,42122.693,20.307258091955,20.7435121024149,20.3022927730285,20.9641768254867,0,
11:42:02.AM,42122.726,20.5211498077989,20.7987764920984,20.3323506031796,20.9540550633631,0,
11:42:02.AM,42122.759,20.7746612197128,20.8699075967781,20.3261602891209,20.7686073173223,0,
11:42:02.AM,42122.792,21.054597432017,21.0214655673549,20.2982470167459,20.4827649033498,0,
11:42:02.AM,42122.825,21.4238824989787,20.9841289577334,20.4067175915641,20.4407388031782,0,
11:42:02.AM,42122.858,21.8224801590976,20.9627041654799,20.502073450866,20.4248087905942,0,
11:42:02.AM,42122.891,21.8984937077246,20.9174262533574,20.6802301509543,20.4236561892173,0,
11:42:02.AM,42122.924,21.7879370205654,20.9076413102093,20.7525237749954,20.5001941620752,0,
11:42:02.AM,42122.957,21.6792951617698,20.8805576375809,20.8427473009959,20.6750680138438,0,
11:42:03.AM,42123,21.6000491283908,20.81402782949,20.9103027428297,20.7148034327196,0,
11:42:03.AM,42123.033,21.54362329388,20.8099270684098,20.9215099360854,20.7185663199875,0,
11:42:03.AM,42123.066,21.4809661756615,20.7244500266265,21.1385274831402,20.830143277534,0,
11:42:03.AM,42123.099,21.1233301839202,20.703774465094,21.1513701709557,20.978088943903,0,
11:42:03.AM,42123.132,21.1389536065296,20.700159407356,21.3993311295827,21.048282929025,0,
11:42:03.AM,42123.165,21.1492164620919,20.698670941612,21.6542724029025,21.1203404185502,0,
11:42:03.AM,42123.198,21.1559655797592,20.7133148672413,21.5989423034225,21.0817243401764,0,
11:42:03.AM,42123.231,21.2048608220577,20.8130131877921,21.7053461609937,21.0613319817023,0,
11:42:03.AM,42123.264,21.2322795097759,20.8949995946991,21.7108184404713,21.1541203917867,0,
